59,382755	10,468847			100,63	86,00	13,00	14,00	79.92	-250.14	-82.20	-1.13	-0.92	-0.18	-81.57	17.69	-548.18	89568,00	0,00
59,382763	10,468848			100,63	86,00	13,00	14,00	-47.57	-211.18	-136.82	-0.98	-1.29	0.11	-68.82	20.24	-527.34	89800,00	0,23
59,382771	10,468849			100,63	86,00	13,00	20,00	-97.57	-170.99	-56.37	-1.04	-1.20	0.20	-70.32	13.64	-534.53	90032,00	0,46
59,382779	10,468850			100,61	86,00	13,00	21,00	15.15	-126.41	-41.25	-1.01	-0.96	0.23	-75.42	25.94	-535.13	90264,00	0,70
59,382787	10,468851			100,62	86,00	13,00	19,00	249.91	17288,00	-147.45	-0.88	-1.47	-0.08	-79.17	34.19	-531.68	90496,00	0,93
59,382795	10,468852			100,61	87,00	13,00	18,00	180.15	139.31	-203.15	-1.13	-1.35	0.02	-71.22	31.04	-514.74	90750,00	1,18
59,382803	10,468853			100,61	87,00	13,00	19,00	122.89	233.16	47453,00	-0.92	-1.43	-0.09	-68.67	23.99	-511.59	90982,00	1,41
59,382811	10,468854			100,62	87,00	13,00	16,00	46.95	250.13	35.15	-0.89	-1.17	0.07	-71.22	29.54	-519.24	91214,00	1,65
59,382819	10,468855			100,61	87,00	13,00	14,00	-7.48	250.13	79.51	-0.85	-1.00	0.04	-73.02	42248,00	-539.03	91446,00	1,88
59,382827	10,468856			100,61	87,00	13,00	16,00	29.76	250.13	119.83	-0.84	-1.30	-0.00	-65.82	23743,00	-513.54	91678,00	2,11
59,382835	10,468857			100,60	87,00	13,00	22,00	-91.65	250.13	76.90	-0.88	-1.93	0.00	-66.12	20.54	-518.34	91910,00	2,34
59,382843	10,468858			100,56	87,00	13,00	23,00	-69.36	247.60	97.51	-0.96	-1.34	0.14	-75.27	11110,00	-541.58	92142,00	2,57
59,382851	10,468859			100,57	87,00	13,00	23,00	-62.18	149.95	138.20	-0.96	-1.09	0.15	-76.92	-8.85	-531.83	92374,00	2,81
59,382859	10,468860			100,56	87,00	13,00	21,00	-38.27	89.37	54.95	-0.88	-1.24	0.19	-70.47	-5.40	-527.49	92606,00	3,04
59,382867	10,468861			100,55	87,00	13,20	19,00	-31.54	-2.40	67.73	-0.92	-1.12	0.16	-69.27	0.90	-530.48	92860,00	3,29
59,382875	10,468862			100,54	87,00	13,20	18,00	53.94	-52.53	-104.79	-0.88	-1.06	0.12	-68.67	33025,00	-532.88	93092,00	3,52
59,382883	10,468863			100,53	87,00	13,20	17,00	-3.16	-130.82	-69.24	-1.03	-0.95	0.08	-69.57	16.79	-532.28	93324,00	3,76
59,382891	10,468864			100,51	87,00	13,20	18,00	-1.34	-160.53	-38.55	-0.95	-1.13	0.12	-67.17	14.99	-525.69	93556,00	3,99
59,382899	10,468865			100,50	87,00	13,20	22,00	-33.63	-181.37	19.59	-1.00	-1.05	0.19	-69.42	14.54	-528.23	93788,00	4,22
59,382907	10,468866			100,47	87,00	13,20	24,00	86.24	-223.62	17.33	-0.82	-1.21	0.08	-67.77	20.69	-527.49	94020,00	4,45
59,382915	10,468867			100,45	87,00	13,20	23,00	70.53	-165.05	-89.31	-0.92	-0.98	0.12	-68.67	25.19	-519.09	94252,00	4,68
59,382923	10,468868			100,44	87,00	13,20	23,00	17.62	-152.60	30713,00	-0.95	-1.20	0.07	-69.12	22.64	-495.55	94484,00	4,92
59,382931	10,468869			100,44	87,00	13,20	21,00	39.47	-104.90	-29.74	-1.01	-1.03	0.14	-72.57	11110,00	-484.30	94716,00	5,15
59,382939	10,468870			100,43	87,00	13,30	23,00	-2.47	-105.42	58.02	-0.95	-0.99	0.18	-79.32	-6.75	-486.25	94971,00	5,40
59,382947	10,468871			100,41	87,00	13,30	25,00	92.87	-138.24	-43.59	-0.96	-1.01	0.15	-74.22	-14.54	-505.44	95203,00	5,64
59,382955	10,468872			100,40	87,00	13,30	25,00	-14.76	-79.33	63.40	-0.90	-1.20	0.07	-71.22	-8.85	-521.04	95436,00	5,87
59,382963	10,468873			100,39	87,00	13,30	22,00	-21.56	77.51	52.08	-0.92	-1.18	0.17	-68.37	0.90	-516.69	95672,00	6,10
59,382971	10,468874			100,38	87,00	13,30	19,00	40.43	214.40	90.05	-0.88	-1.07	0.13	-65.37	14824,00	-514.29	95903,00	6,34
59,382979	10,468875			100,36	87,00	13,30	19,00	-12.05	250.13	-67.71	-0.83	-1.21	0.12	-66.27	18445,00	-513.09	96135,00	6,57
59,382987	10,468876			100,35	87,00	13,30	25,00	208.66	204.98	25.69	-1.01	-1.08	0.11	-66.42	18.74	-510.54	96367,00	6,80
59,382995	10,468877			100,34	87,00	13,30	26,00	26634,00	159.27	161.15	-0.98	-1.01	0.06	-70.32	25.94	-520.14	96600,00	7,03
59,383003	10,468878			100,33	87,00	13,30	23,00	36.95	179.40	61.88	-0.92	-0.97	0.02	-74.22	22.34	-537.23	96831,00	7,26
59,383011	10,468879			100,31	86,00	13,30	23,00	-188.05	30.76	205.33	-1.29	-1.45	0.13	-68.07	25.19	-521.49	97085,00	7,52
59,383019	10,468880			100,31	86,00	13,30	20,00	-75.66	-250.14	83.11	-1.00	-1.01	0.22	-69.42	22.94	-492.85	97317,00	7,75
59,383027	10,468881			100,28	86,00	13,30	25,00	84.82	-250.14	-156.00	-0.75	-1.10	-0.04	-73.77	-11.10	-505.29	97549,00	7,98
59,383035	10,468882			100,27	86,00	13,30	27,00	-29.30	-250.14	15.98	-0.88	-0.60	0.13	-70.92	16589,00	-538.13	97781,00	8,21
59,383043	10,468883			100,25	86,00	13,30	19,00	-103.60	-250.14	-193.69	-0.63	-1.86	-0.15	-67.62	-2.85	-516.84	98014,00	8,45
59,383051	10,468884			100,23	86,00	13,30	23,00	-175.48	-250.14	160.96	-0.52	-1.88	0.01	-76.17	-5.10	-541.28	98245,00	8,68
59,383059	10,468885			100,22	86,00	13,30	22,00	64.56	-250.14	-37.21	-0.72	-0.86	0.01	-79.92	28.94	-537.53	98478,00	8,91
59,383067	10,468886			100,21	86,00	13,30	19,00	-147.34	-139.82	-150.06	-1.00	-0.89	0.11	-78.57	37.48	-493.60	98709,00	9,14
59,383075	10,468887			100,20	86,00	13,30	22,00	-110.41	-56.24	-18.12	-0.97	-1.13	0.25	-69.87	16.79	-491.50	98942,00	9,37
59,383083	10,468888			100,19	86,00	13,30	26,00	-96.26	63.86	-17.31	-0.96	-1.15	0.20	-65.52	45962,00	-503.94	99195,00	9,63
59,383091	10,468889			100,17	86,00	13,30	26,00	-134.76	197.47	21551,00	-0.92	-0.85	0.30	-65.82	45689,00	-509.64	99428,00	9,86
59,383099	10,468890			100,16	86,00	13,30	27,00	49.89	250.13	150.17	-0.89	-1.11	-0.03	-64.62	45778,00	-513.84	99660,00	10,09
59,383107	10,468891			100,15	86,00	13,30	21,00	-154.93	250.13	-88.32	-0.78	-1.15	0.11	-66.27	3.00	-511.89	99892,00	10,32
59,383115	10,468892			100,13	86,00	13,30	22,00	32.26	250.13	41.27	-0.94	-1.08	0.03	-67.32	34790,00	-503.64	100124,00	10,56
59,383123	10,468893			100,12	86,00	13,30	24,00	75.33	250.13	234.40	-0.90	-0.85	0.02	-73.47	24.89	-490.90	100356,00	10,79
59,383131	10,468894			100,11	86,00	13,30	22,00	160.55	207.05	90.32	-0.76	-1.04	0.10	-69.87	28.49	-516.09	100588,00	11,02
59,383139	10,468895			100,09	86,00	13,30	21,00	147.10	114.23	-123.97	-0.89	-1.13	0.00	-73.62	25.64	-533.63	100820,00	11,25
59,383147	10,468896			100,08	86,00	13,30	22,00	43942,00	38.35	-65.11	-0.96	-1.18	0.02	-69.27	22.49	-528.09	101052,00	11,48
59,383155	10,468897			100,07	87,00	13,60	22,00	49.74	-11.74	-23.79	-0.91	-1.15	0.07	-65.37	32843,00	-519.09	101306,00	11,74
59,383163	10,468898			100,05	87,00	13,60	23,00	-10.82	-34.75	-55.66	-0.92	-0.98	0.14	-66.72	42156,00	-513.54	101538,00	11,97
59,383171	10,468899			100,03	87,00	13,60	25,00	44562,00	-45.47	20.47	-0.93	-0.95	0.13	-66.42	16589,00	-519.54	101770,00	12,20
59,383179	10,468900			100,02	87,00	13,60	25,00	23.85	-74.15	72.93	-0.88	-1.17	0.06	-69.27	13.49	-529.58	102002,00	12,43
59,383187	10,468901			100,01	87,00	13,60	23,00	-17.47	-76.66	-24.26	-0.82	-1.38	-0.02	-69.57	21.59	-526.89	102234,00	12,67
59,383195	10,468902			100,00	87,00	13,60	23,00	-23.13	-190.47	37.21	-1.10	-1.09	0.20	-75.42	36.44	-511.14	102466,00	12,90
